LABEL,text
1,so what's next? A GT 710 with 12GB of vram?
0,I don't watch this shill channel anymore. Just here for Jake TBH.
0,We need more Jakku.
0,Wash your shirt ffs.
0,Someone give this man a clean shirt
0,"Riley in the background is really funny, hope he appears more often when he's not the host    Also comepletely unrelated question, is it bad that I'm a gamer and I don't like RGB?"
1,I'd buy a 2060 with 12 Gigs because the memory is all that matters for mining the coins I use. So expect that to be way over priced too...
0,Get a clean shirt 
0,"Okay, everyone bashes on edge, but It's actually really good. I've been using it as my primary browser for a while after switching from chrome and I really don't have any complaints."
1,Is it possible to create a gpu thats only best for mining and one thats exclusive for gaming or is that going to lower revenues
0,0:13 Why is he moving like that
1,"Well, I definitely want a rtx 2060.  At 200 bucks or less ffs!"
0,I love his dirty shirt. You can tell this show is always last minute lol
1,"Someone fix the caption ""RTS 2060 re-release?"""
0,"Hey, Jake is wearing a Finnegan shirt"
1,"Are you guys okay?  It's not that bad! New games run fine on old hardware still, a 12gb 2060 at msrp sounds rad, and there's always cloud gaming and Linux! Plenty of tech to live for! And how about that Steam Deck, huh?"
0,there are very few reasons not to switch to edge
0,Edge is better than Firefox now anyway.
0,Edge is actually really dope
0,I like this person for presenting the news
0,Jake hosting skills really getting better everytime
0,Winblows 11ME
0,Wash your shirt.
0,Fusion power! I hope that a real working reactor comes online before the expected 2033-2035 prediction. Talk about a game changer for the world.
1,"a 2060 with 12 gigs of ram, you could almost enable raytracing if they come with a beefy enough cooler. lol"
1,Get used to it boys. New gen GPUs will start at $700 and then you can buy last years cards if youre poor.
0,"Tech news is the best, this episode in particular was quite good. Thank you."
0,He said I just like ham
0,This dudes got grease all over his shirt bruh
0,weirdstache
0,I actually run windows 11 on my pc and the firefox one click default browser option still works
1,"""WHAT CAN YOU DO WITH THAT MUCH VRAM????"" Mine crypto currencies. You can mine crypto with it."
1,I cant wait to upgrade from my RTX2070. I dont like it. Not fantastic for 2K resolution AAA gaming.
0,"I want it, sorry lmg."
0,Finnegan speed and marine shirt Jake?
0,An iphone will have more space than a ps5
0,Got Intel ADL slide. But still in NDA so I can just confirm that cooler is right.
1,"Old tech with pumped hard VRAM, also 300% msrp price tag...seem delicious on miner eye  -pc modern 2021"
0,"Very cool that we are past the times where everyone was hating on Jake, it was so undeserved."
0,Starting to look like Gaben there Jake...
1,What about the giant load of people that were robbed by buying 4GB RTX3050 mobile laptops after upgrading from GTX1050 launched YEARS ago?
0,that mustache is not doing you any favors bro.
0,FSM FTW!!
0,More jake pls
0,i need a re-shoot with the muti-verse line where everyone on staff looks at riley disappointedly
0,I feel like James looks different. I thought he had a beard. Also shorter hair. Maybe I'm just dumb.
0,Yes.
0,"4:10 tbh, I'm getting really tired of everyone crying ""still no headphone jack"". In 8 days it'll be 4 years since Apple released the iPhone 8, without a headphone jack. Today, I only wish Apple would lose the headphone jack earlier so that we could have started the R&D of proper wireless headphones sooner."
0,"Wow, getting deep and philosophical with that intro. I can relate to that intro far too much these days."
1,"China stopped bitcoin mining because of problems in their coal industry and the need to reduce electricity use.  Once they get this figured out, bitcoin mining will be allowed again.  This may be the cheapest GPU cards you will see."
1,"If nVidia begins to crank out the older cards, such as the RTX 3060, will they actually be able to get enough silicon to make a dent in the void? I doubt it."
1,"Consumers: Who are you? GPU Companies: We, are PAIN.(Pun Intended.)"
1,Jake <3 miss you I need a 1080Ti pls Nvidia Amazon ebay :(
0,I actually like Edge 
0,Squeeze em together
0,I'm impressed with how well Jake delivers his lines!
0,Here's a problem. It is hard for me to switch to my preferred browser: Edge Beta.
1,"you kidding i want that rtx 2060,  way better then what i got right niw"
0,I don't know of this will be mentioned in the next technews but GeForce now had a leak that showed some games that some developers are working on. One of the was Titanfall 3!!!!!
0,"With the mustache I called it at home, I yelled it out and said ""yes!!! I called it he's homesexual"""
0,More Jake
0,So what even is the Quick Bits segment? Its not even shorter than other segments at this point.
1,2060 will have more vram than 3070ti.. wtf?
1,"If they can pump out a ton of low priced 2060s, I think we would want it honestly."
0,jake is getting fatter :(
0,Theres no greater honor than being muted by LTT
0,Jake is good at this
0,"Early Next Year? Sorry. If we can have it as a early Christmas present and at a reasonable price, I think it's a good thing."
0,Your hand gestures do not sync up with what you are saying. And I kind of like it.
0,Yay Pain!
0,"Nah bro, YOU dont want this"
1,lets go boys 2060 this soooooooo exciting hurray more vram imagine all the miners.
0,It uses the Edge or else it gets the hose again.
1,I like the 2060 though.
0,he likes it long.
1,2060 will need to be sub $300 when the stronger 3060 starts there
0,"Jake lost ""style points"" with today's hairdo"
0,3:49 That scream is pure gold
0,"Someone give Jake a pat on the back for his presentation, well performed "
0,"The best joke this episode was ""for a reasonable price"""
0,"The UI on windows 11 is perceptive faster, but the bluetooth configuration is still stupid."
1,I mean like a 2080 with 12gb of ram would be a lot cooler.
0,1tb storage on an iphone. Still no SD Card slot.
0,who needs a headphone jack when you're sponsored by raycon?
0,I would say the price determines the worth
0,"""life is pain"" wow that's the most relatable thing I've heard all day"
0,Gags aside I moved from firefox to edge a bit over a year ago and its actually pretty neat
1,"2060, poor people need cards. The rest of us have 3080 and above."
1,RTX2060 is the new lowend
0,"Every time someone says Doc Oct. I always think of Doctor Octagon.  ""It's important to practice good hygiene, Especially if you seen the shit that I seen, This fools breath smelt so bad it'll melt your ice cream."""
1,Intel giving us stock coolers like AMD used to. They've switched roles.
1,"The OG RTX2060 still selling at the rate of USD 690 in Malaysia... so what is the different it made if the ""new"" RTX 2060 will help..."
0,"It's so weird watching a Finnegan's garage video, then coming here and seeing an fsm shirt."
0,Drugs
0,Riley has better things to do...
0,"Damn Jack, you've been letting yourself go, you gained quite a lot of weight bro, Linus feeding you too much?"
0,FINNEGAN SPEED AND MARINE! @Finnegan's Garage. Jakkuh is a man of taste.
0,Does anybody even know what a quick bit is?   How are they different from the stories at the front end of the show?
1,"*pulls up GPU-Z, confirms that 2060 Super has 8GB of RAM*  Go home TechLinked, you're drunk."
0,"Please, Jake. Please shave."
0,I kinda want it
1,I feel defeated after just buying a 6gig 2060 2 months ago...
0,I want Jake as a regular
0,Jake is getting big boned. He is also doing that funny fat guy trope which is totally not. Lol
0,What a waste of silicone.
0,THAT INTRO OMG JAKE WHAT A FRICKIN TIMING
0,I am one of two people who use edge and its all the ads are driving me insane
0,Is that a Finnegan Speed and Marine shirt you are wearing?
0,"2:08 ""According to a Microsoft executive..."" Well, according to our *mothers* we're the most handsome guys around, so maybe this source is rather biased."
0,Finnegan Speed and Marine!
0,"I switched to Opera GX, you damn nons."
0,"Not many people that interject in news actually make me smile and aren't annoying. But somehow, Riley pulls it off every time."
0,The amount of resources that get wasted with these tech companies are insane.
1,whats up with nvidia? first they release a 3050 ti with just 4 gigs of vram and now they gonna release a 2060 with 12 gigs? i dont think they know how to get their math right.
1,"Just curious if they plan to use bobo 3060 chips in the ""new"" 2060... Guess we'll find out when someone does a teardown. So glad we got our 3070 and 3080 at msrp. Finally out of the hunt "
1,I thought they were releasing a 2060 only for strategy games
0,yes we do
0,"I can't tell the difference anymore between regular news and quick bits lol  Not that I am complaining, I enjoy it both ways."
0,I mean edge isn't really that bad anymore. Plus they pay you in gift cards to use it.
1,Isnt that just a worse 3060
0,Riley's background interjections are freaking funny. Make him present every Tech News.
0,@LinusTechTips. So when COVIDS over when are we seeing the LTT/FSM crossover
0,Wtf!!! I've just bought a 1650
0,No news on Rythm bot shutting down?
1,I want a 2060 with 12gb ram if it's priced properly.
0,I use switched to Microsoft Edge since its became chromium. Still frustrated about the default browser situation since I use Edge Beta and it still uses default edge.
0,Pain
0,"Avast: ""Random access memory (RAM) is a computer's short-term memory, which it uses to handle all active tasks and apps."" Crucial: ""Computer memory or random access memory (RAM) is your systems short-term data storage; it stores the information your computer is actively using so that it can be accessed quickly."" Google Chrome: ""RAM is free real estate."""
1,I cant wait to buy the new re released 2060 card for 1500$ from a scalper
1,ayo techliked what's an RTS-2060?
1,"Android 12 looks cool! I'm planning on getting an s21 for my birthday next week, which is great!  Also, heads up- there's a typo in the timestamps! RTX was mispelt as RTS!"
0,Dude needs to learn to wear clean shirts on camera. Yuck.
0,"to be fair, edge is pretty usuable and nice to use. im more of a firefox user myself because container tabs are a godsend, but still edge is quite neat"
0,"This dude is hilarious, and I also cought up with tech news. What a nice day"
0,When are you releaseing the water cooled ps5
0,Love the Finnegan speed and marine garage shirt
